StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Salary
357,8.9,2,3,2,89,4.6,Yes,Yes,71,83,Placed,365688.0
358,8.2,1,2,1,90,4.8,Yes,Yes,78,71,Placed,724891.0
359,7.5,1,3,0,70,4.2,No,Yes,60,68,NotPlaced,0.0
360,7.7,1,2,0,68,3.9,No,Yes,62,63,NotPlaced,0.0
361,8.7,1,3,2,90,4.7,Yes,Yes,81,80,Placed,353220.0
362,7.5,1,1,1,65,4.4,No,Yes,55,60,NotPlaced,0.0
363,6.6,1,1,1,82,3.7,No,Yes,55,60,Placed,660552.0
364,7.4,2,3,1,84,4.8,No,Yes,77,68,Placed,464450.0
365,7.5,0,3,2,90,4.8,Yes,Yes,82,81,Placed,583958.0
366,8.2,1,1,1,79,4.6,No,Yes,55,61,NotPlaced,0.0
367,8.7,1,2,0,84,4.4,Yes,Yes,65,88,Placed,642887.0
368,8.0,2,3,1,87,4.2,Yes,Yes,75,81,Placed,619994.0
369,8.4,2,2,0,76,4.4,Yes,Yes,77,73,Placed,538062.0
370,8.0,2,2,2,81,4.5,No,No,69,71,NotPlaced,0.0
371,7.5,1,2,2,70,4.7,Yes,Yes,55,70,NotPlaced,0.0
372,6.5,1,3,2,90,4.0,Yes,No,85,65,Placed,696243.0
373,7.8,0,3,2,73,4.6,Yes,No,82,85,NotPlaced,0.0
374,7.6,1,2,0,64,4.5,No,Yes,62,63,NotPlaced,0.0
375,8.7,0,3,0,75,3.7,Yes,Yes,62,74,NotPlaced,0.0
376,7.2,1,1,0,85,3.5,No,Yes,84,70,NotPlaced,0.0
377,8.1,1,3,2,90,4.7,Yes,Yes,70,85,Placed,639078.0
378,7.4,1,2,0,77,4.1,Yes,Yes,55,77,NotPlaced,0.0
379,8.2,2,2,2,81,4.8,Yes,Yes,78,83,Placed,334054.0
380,8.2,2,1,2,90,4.8,Yes,Yes,79,68,Placed,338327.0
381,6.5,1,2,1,65,4.0,Yes,Yes,66,69,NotPlaced,0.0
382,7.4,0,2,1,73,3.8,No,No,58,70,NotPlaced,0.0
383,7.3,0,1,1,80,3.6,No,Yes,62,65,NotPlaced,0.0
384,8.7,0,1,1,87,4.1,No,No,72,63,NotPlaced,0.0
385,8.5,2,1,3,82,3.6,Yes,Yes,67,81,NotPlaced,0.0
386,8.5,1,3,2,74,4.1,No,Yes,76,68,Placed,562764.0
387,7.9,1,2,1,76,4.1,Yes,Yes,57,66,NotPlaced,0.0
388,7.4,2,3,0,71,4.8,Yes,Yes,86,73,NotPlaced,0.0
389,6.7,1,2,0,86,4.4,No,No,76,73,Placed,423726.0
390,8.3,2,3,2,82,4.8,Yes,Yes,57,73,Placed,451763.0
391,7.6,1,1,0,76,4.3,No,Yes,66,69,NotPlaced,0.0
392,7.5,1,2,0,90,4.2,No,Yes,77,64,Placed,502020.0
393,8.9,0,3,0,89,4.8,Yes,No,77,78,Placed,406280.0
394,7.3,1,1,0,79,4.1,Yes,No,57,64,NotPlaced,0.0
395,8.6,1,2,0,86,4.8,Yes,Yes,69,77,Placed,607081.0
396,8.2,2,3,2,90,4.8,Yes,Yes,81,84,Placed,763555.0
397,7.7,1,1,1,73,4.6,No,No,58,72,NotPlaced,0.0
398,7.9,1,3,0,88,4.7,Yes,Yes,87,85,Placed,491399.0
399,7.4,1,1,1,87,4.6,No,Yes,68,65,NotPlaced,0.0
400,6.9,0,1,0,90,4.5,Yes,Yes,81,80,Placed,492764.0
401,8.0,1,3,2,90,4.8,Yes,Yes,81,86,Placed,469794.0
402,7.1,1,3,0,81,4.4,Yes,Yes,78,72,NotPlaced,0.0
403,6.9,0,1,1,76,3.8,No,No,61,67,NotPlaced,0.0
404,8.5,2,3,2,90,4.8,Yes,Yes,80,84,Placed,337308.0
405,6.9,0,1,2,76,4.8,Yes,No,78,82,Placed,365087.0
406,7.3,1,1,1,77,4.7,Yes,Yes,57,75,NotPlaced,0.0
407,7.8,2,3,0,89,4.6,No,Yes,71,68,NotPlaced,0.0
408,8.3,2,1,0,81,4.1,Yes,Yes,76,83,NotPlaced,0.0
409,8.6,1,3,2,83,4.4,Yes,Yes,71,83,Placed,660956.0
410,8.6,2,3,0,87,4.8,No,No,75,66,NotPlaced,0.0
411,8.7,2,1,0,90,4.7,Yes,Yes,74,86,Placed,647751.0
412,7.5,1,3,2,90,4.2,Yes,Yes,80,72,Placed,510800.0
413,7.8,0,1,1,63,4.5,No,No,61,65,NotPlaced,0.0
414,6.5,0,1,0,71,3.4,No,Yes,59,67,NotPlaced,0.0
415,7.6,1,3,1,73,4.4,No,Yes,55,62,NotPlaced,0.0
416,6.5,1,1,1,80,3.8,Yes,Yes,58,65,NotPlaced,0.0
417,8.0,1,3,0,75,4.3,No,No,57,66,NotPlaced,0.0
418,8.0,2,3,0,86,4.8,Yes,Yes,73,82,Placed,665491.0
419,7.5,1,1,0,67,4.2,Yes,Yes,57,70,Placed,374722.0
420,7.8,1,3,0,78,4.4,No,Yes,77,70,Placed,557602.0
421,7.3,1,1,1,75,3.6,No,Yes,55,66,NotPlaced,0.0
422,7.8,1,2,0,82,4.7,Yes,Yes,77,67,NotPlaced,0.0
423,6.5,1,1,1,82,3.4,No,No,56,66,NotPlaced,0.0
424,8.1,1,3,3,90,4.8,Yes,Yes,69,82,Placed,473279.0
425,7.9,0,1,0,85,4.5,Yes,No,76,81,NotPlaced,0.0
426,8.7,1,3,0,74,4.6,Yes,Yes,86,83,Placed,591136.0
427,7.1,2,2,0,76,4.0,No,Yes,55,69,Placed,733353.0
428,8.9,1,3,2,81,4.8,Yes,No,82,81,Placed,706542.0
429,8.3,0,3,0,75,4.2,Yes,No,77,69,NotPlaced,0.0
430,8.3,1,2,0,90,4.5,Yes,Yes,82,80,Placed,516863.0
431,7.9,2,3,2,86,4.7,Yes,Yes,69,82,Placed,393551.0
432,8.1,2,3,2,90,4.5,Yes,Yes,78,81,Placed,745425.0
433,7.7,2,1,1,64,3.7,No,Yes,77,70,NotPlaced,0.0
434,8.1,2,3,2,85,4.5,Yes,Yes,76,88,Placed,405521.0
435,7.8,1,3,0,81,4.3,No,No,64,70,NotPlaced,0.0
436,7.2,1,1,1,67,3.8,No,No,59,63,NotPlaced,0.0
437,8.4,1,1,2,84,4.8,Yes,Yes,82,68,Placed,676420.0
438,8.4,2,3,2,90,4.8,Yes,Yes,82,86,Placed,373516.0
439,8.2,1,1,0,76,4.2,No,Yes,55,62,NotPlaced,0.0
440,6.5,0,1,0,67,4.3,Yes,No,81,63,Placed,666579.0
441,6.5,1,1,0,73,4.1,No,Yes,55,66,NotPlaced,0.0
442,8.3,2,3,2,90,4.8,Yes,Yes,74,83,Placed,332110.0
443,8.2,0,3,2,78,4.5,No,Yes,88,84,Placed,466969.0
444,8.1,1,2,2,76,4.5,Yes,Yes,79,81,Placed,508939.0
445,6.5,1,1,1,60,3.8,No,No,56,62,NotPlaced,0.0
446,8.2,0,3,1,83,4.7,Yes,No,81,87,NotPlaced,0.0
447,7.7,1,3,1,75,4.6,Yes,Yes,74,63,NotPlaced,0.0
448,7.7,0,3,2,89,4.4,Yes,Yes,82,85,Placed,314940.0
449,6.5,1,1,0,80,4.3,Yes,Yes,75,68,NotPlaced,0.0
450,8.3,2,3,2,87,4.8,Yes,Yes,74,80,NotPlaced,0.0
451,8.0,1,3,0,77,4.1,No,No,82,84,Placed,475549.0
452,8.6,0,2,1,90,4.6,Yes,Yes,56,87,Placed,769703.0
453,7.6,0,2,0,83,4.2,No,Yes,55,70,NotPlaced,0.0
454,7.0,1,1,1,71,4.3,No,Yes,74,64,NotPlaced,0.0
455,7.9,2,3,2,90,4.8,Yes,Yes,78,86,Placed,556850.0
456,7.7,1,3,2,84,4.6,Yes,Yes,80,83,Placed,388026.0
457,7.4,1,3,0,76,4.4,Yes,Yes,58,71,NotPlaced,0.0
458,6.5,1,1,1,78,4.1,No,Yes,55,62,NotPlaced,0.0
459,7.4,1,2,0,73,4.3,No,Yes,65,68,NotPlaced,0.0
460,7.8,2,3,2,84,4.1,Yes,Yes,76,80,Placed,441786.0
461,7.7,1,1,0,80,4.8,Yes,Yes,55,61,NotPlaced,0.0
462,7.9,0,1,0,60,3.4,No,No,64,59,NotPlaced,0.0
463,7.4,1,1,0,79,4.8,No,Yes,72,66,NotPlaced,0.0
464,8.2,2,2,1,76,4.6,Yes,Yes,66,65,NotPlaced,0.0
465,7.4,0,1,0,78,4.6,No,No,56,69,NotPlaced,0.0
466,6.7,1,1,1,66,3.6,No,No,55,67,NotPlaced,0.0
467,6.5,1,2,0,84,4.2,Yes,No,74,78,NotPlaced,0.0
468,7.8,0,1,1,73,4.8,Yes,Yes,77,88,Placed,420192.0
469,7.2,1,2,1,68,4.4,No,No,55,64,NotPlaced,0.0
470,8.1,0,2,0,88,4.0,No,Yes,67,84,Placed,356777.0
471,8.2,1,2,0,83,4.6,Yes,Yes,66,86,Placed,397187.0
472,8.2,0,3,3,90,4.7,Yes,Yes,65,87,Placed,332272.0
473,8.4,2,1,2,81,4.7,Yes,Yes,77,82,NotPlaced,0.0
474,7.8,0,3,2,77,4.2,Yes,Yes,83,76,NotPlaced,0.0
475,7.3,1,2,1,75,4.6,No,Yes,55,75,NotPlaced,0.0
476,7.5,1,1,0,67,4.6,No,No,86,62,NotPlaced,0.0
477,8.0,2,1,0,74,4.1,No,Yes,80,67,Placed,586192.0
478,7.5,2,3,2,90,4.7,Yes,Yes,80,83,Placed,626569.0
479,8.4,2,3,1,85,4.7,Yes,Yes,63,78,Placed,352077.0
480,6.6,1,1,0,73,3.4,No,No,56,69,NotPlaced,0.0
481,7.6,1,1,0,66,3.7,Yes,Yes,65,60,NotPlaced,0.0
482,7.1,1,2,0,80,4.3,Yes,Yes,69,65,NotPlaced,0.0
483,7.6,1,2,2,69,3.3,No,Yes,64,63,NotPlaced,0.0
484,7.5,1,1,2,75,3.5,Yes,Yes,55,64,NotPlaced,0.0
485,6.5,1,1,0,74,3.9,No,No,70,67,NotPlaced,0.0
486,6.7,1,1,1,73,4.0,No,Yes,62,65,NotPlaced,0.0
487,8.3,1,3,1,86,4.8,No,Yes,80,67,NotPlaced,0.0
488,8.6,2,1,2,73,4.6,Yes,No,55,82,NotPlaced,0.0
489,6.6,1,3,0,70,4.1,Yes,No,78,63,Placed,735380.0
490,8.3,1,3,0,82,4.8,Yes,Yes,71,88,NotPlaced,0.0
491,7.6,1,2,1,76,3.9,No,No,55,69,NotPlaced,0.0
492,8.3,2,3,2,79,4.4,Yes,Yes,74,80,Placed,416203.0
493,8.5,1,2,1,70,4.5,Yes,Yes,74,64,Placed,680492.0
494,7.7,1,2,0,82,4.3,No,Yes,77,67,NotPlaced,0.0
495,7.4,1,1,0,89,4.4,No,Yes,58,73,NotPlaced,0.0
496,8.8,1,3,2,88,4.8,Yes,Yes,79,86,Placed,658366.0
497,7.0,1,2,0,75,4.6,Yes,Yes,78,67,NotPlaced,0.0
498,7.7,0,3,2,86,4.7,No,Yes,79,67,NotPlaced,0.0
499,7.5,0,2,0,71,3.4,No,No,55,62,NotPlaced,0.0
500,7.5,1,1,1,79,3.6,No,Yes,63,65,NotPlaced,0.0
501,7.8,1,1,0,82,4.2,No,Yes,75,71,NotPlaced,0.0
502,6.8,1,1,2,74,4.2,Yes,No,77,84,NotPlaced,0.0
503,7.3,0,1,0,80,3.5,No,Yes,55,61,NotPlaced,0.0
504,7.2,0,2,1,60,3.6,No,No,74,71,NotPlaced,0.0
505,6.7,2,0,0,69,3.9,No,Yes,76,71,NotPlaced,0.0
506,7.3,0,3,2,77,4.6,Yes,Yes,72,88,Placed,611210.0
507,6.6,2,3,1,72,4.6,Yes,No,56,57,NotPlaced,0.0
508,6.9,2,1,0,67,4.0,Yes,No,59,61,NotPlaced,0.0
509,8.2,1,1,0,79,4.2,No,No,72,69,NotPlaced,0.0
510,6.7,1,2,1,80,4.1,No,No,63,59,NotPlaced,0.0
511,7.9,1,2,1,63,4.2,No,Yes,56,69,NotPlaced,0.0
512,8.3,2,3,2,89,4.7,Yes,Yes,80,88,Placed,441667.0
513,6.8,0,2,0,88,4.5,No,Yes,67,63,NotPlaced,0.0
514,7.6,1,2,0,88,4.8,No,Yes,57,68,NotPlaced,0.0
515,7.9,2,3,2,90,4.8,Yes,Yes,80,84,NotPlaced,0.0
516,6.5,0,3,0,81,4.8,Yes,Yes,90,68,NotPlaced,0.0
517,7.3,1,1,1,69,4.2,No,No,55,65,NotPlaced,0.0
518,7.7,2,3,0,78,4.1,Yes,Yes,70,81,NotPlaced,0.0
519,7.9,1,2,2,75,4.6,Yes,Yes,71,85,NotPlaced,0.0
520,7.9,2,3,1,82,4.2,Yes,Yes,83,69,NotPlaced,0.0
521,7.5,1,1,0,71,3.7,No,Yes,55,61,NotPlaced,0.0
522,7.5,1,3,0,86,4.2,Yes,Yes,81,71,NotPlaced,0.0
523,8.2,1,1,2,83,4.4,Yes,Yes,64,80,Placed,405872.0
524,8.0,0,3,3,90,4.3,Yes,Yes,75,87,Placed,461365.0
525,7.5,1,3,1,89,4.2,No,Yes,72,71,NotPlaced,0.0
526,7.8,1,1,0,69,4.7,No,No,57,64,NotPlaced,0.0
527,8.1,0,2,0,80,4.5,No,Yes,69,83,NotPlaced,0.0
528,8.2,1,1,0,70,4.2,No,No,55,62,NotPlaced,0.0
529,8.1,1,3,0,88,4.3,No,No,72,85,NotPlaced,0.0
530,8.1,1,3,2,90,4.5,Yes,Yes,77,81,Placed,444517.0
531,6.7,1,2,1,68,4.6,No,Yes,72,68,NotPlaced,0.0
532,7.7,2,1,0,75,4.4,Yes,No,81,82,NotPlaced,0.0
533,7.6,0,1,1,73,4.4,No,Yes,70,67,NotPlaced,0.0
534,8.6,2,3,2,87,4.8,Yes,Yes,77,82,Placed,760067.0
535,7.5,1,2,0,77,4.3,No,No,55,74,NotPlaced,0.0
536,8.4,2,2,2,73,4.8,Yes,No,78,82,Placed,573790.0
537,8.1,2,3,2,84,4.6,Yes,Yes,78,84,Placed,746727.0
538,6.5,1,2,0,78,4.6,No,Yes,62,57,NotPlaced,0.0
539,8.9,2,3,2,90,4.8,Yes,Yes,79,87,Placed,497058.0
540,7.5,2,2,0,73,4.4,Yes,Yes,86,74,Placed,365200.0
541,8.7,2,3,2,90,4.8,Yes,Yes,75,88,Placed,721334.0
542,7.4,2,3,2,84,4.8,Yes,Yes,82,80,NotPlaced,0.0
543,7.8,1,1,1,66,3.4,No,No,55,69,Placed,723580.0
544,8.3,1,3,1,84,4.6,Yes,Yes,75,82,NotPlaced,0.0
545,8.3,1,2,2,85,4.6,Yes,Yes,72,88,Placed,699902.0
546,7.6,2,3,2,90,4.5,Yes,Yes,75,82,Placed,711821.0
547,6.5,1,1,1,74,4.0,No,No,56,73,NotPlaced,0.0
548,7.4,1,3,1,75,4.5,Yes,Yes,83,67,Placed,758753.0
549,7.9,1,3,0,90,4.6,Yes,Yes,81,79,Placed,638495.0
550,8.4,1,1,0,73,4.2,No,Yes,55,69,NotPlaced,0.0
551,7.7,2,2,1,74,4.1,No,Yes,55,63,NotPlaced,0.0
552,8.2,1,3,1,88,4.8,Yes,Yes,71,82,NotPlaced,0.0
553,7.6,0,2,0,81,4.0,No,No,60,60,NotPlaced,0.0
554,6.8,1,1,0,67,4.1,No,No,57,61,NotPlaced,0.0
555,8.2,0,3,0,76,4.7,Yes,Yes,77,66,NotPlaced,0.0
556,8.3,2,3,2,88,4.7,Yes,Yes,70,85,Placed,387148.0
557,7.1,0,2,0,67,3.2,No,No,57,57,NotPlaced,0.0
558,6.5,1,2,1,60,3.5,No,No,60,65,NotPlaced,0.0
559,8.6,1,3,2,90,4.8,Yes,Yes,90,88,Placed,695748.0
560,7.6,2,2,0,72,4.3,No,Yes,77,67,Placed,654863.0
561,7.9,2,1,1,78,4.1,Yes,Yes,58,76,NotPlaced,0.0
562,7.7,1,3,0,82,4.2,Yes,Yes,90,88,Placed,556198.0
563,7.4,1,3,2,88,4.8,Yes,Yes,82,85,Placed,632917.0
564,6.5,1,3,1,68,4.0,Yes,Yes,86,71,NotPlaced,0.0
565,8.2,1,2,1,90,4.7,Yes,Yes,76,80,Placed,500212.0
566,7.6,1,2,2,70,4.8,No,Yes,73,84,Placed,469311.0
567,7.3,0,2,1,78,4.8,No,Yes,83,72,NotPlaced,0.0
568,8.1,2,3,2,90,4.4,Yes,Yes,70,88,NotPlaced,0.0
569,7.5,1,1,1,71,4.3,No,No,57,68,NotPlaced,0.0
570,7.4,1,3,0,81,4.7,Yes,Yes,76,84,Placed,678240.0
571,7.8,0,3,2,90,4.7,Yes,Yes,81,82,Placed,325632.0
572,8.2,2,3,2,90,4.8,Yes,Yes,88,82,Placed,607801.0
573,8.4,0,3,2,79,4.5,Yes,Yes,75,64,NotPlaced,0.0
574,8.2,2,3,2,90,4.7,Yes,Yes,85,80,Placed,487077.0
575,7.6,2,1,2,87,4.8,Yes,No,88,62,NotPlaced,0.0
576,8.6,1,1,1,88,4.0,No,Yes,80,66,Placed,737544.0
577,6.5,2,3,1,84,4.7,Yes,Yes,85,83,Placed,578855.0
578,6.7,0,3,2,90,4.8,No,No,55,63,NotPlaced,0.0
579,7.5,1,1,0,70,4.5,No,No,55,67,NotPlaced,0.0
580,7.5,1,2,0,60,4.0,No,Yes,56,71,NotPlaced,0.0
581,7.5,1,1,1,60,4.1,No,No,55,64,NotPlaced,0.0
582,8.7,2,3,2,90,4.8,Yes,Yes,77,86,Placed,612691.0
583,7.4,1,2,1,71,4.8,No,Yes,63,69,NotPlaced,0.0
584,7.8,0,1,1,77,4.1,Yes,Yes,55,70,NotPlaced,0.0
585,8.1,2,3,2,90,4.4,Yes,Yes,81,87,Placed,670084.0
586,7.3,1,1,0,81,4.4,No,No,55,65,NotPlaced,0.0
587,7.8,2,3,0,90,4.8,Yes,Yes,78,83,Placed,450164.0
588,8.0,0,0,2,76,4.8,Yes,No,62,64,Placed,733176.0
589,7.5,1,3,1,90,4.8,Yes,Yes,74,85,Placed,558369.0
590,7.8,1,2,0,81,3.9,No,No,63,71,NotPlaced,0.0
591,6.5,0,3,0,68,4.2,Yes,No,64,62,Placed,490592.0
592,7.9,0,1,0,66,4.1,No,No,72,84,NotPlaced,0.0
593,7.7,0,3,1,80,4.3,No,No,55,71,NotPlaced,0.0
594,8.0,1,3,0,87,4.3,Yes,Yes,79,67,NotPlaced,0.0
595,7.8,1,1,0,85,4.5,Yes,Yes,70,65,NotPlaced,0.0
596,8.5,2,3,2,90,4.8,Yes,Yes,80,84,Placed,670127.0
597,8.4,1,3,2,90,4.6,Yes,Yes,82,88,Placed,582848.0
598,7.4,2,1,1,81,4.0,Yes,No,76,66,Placed,655277.0
599,7.0,1,3,0,82,4.6,No,Yes,71,72,NotPlaced,0.0
600,7.6,1,2,1,85,4.6,No,No,90,79,NotPlaced,0.0
601,6.8,1,1,1,75,3.8,No,Yes,60,67,NotPlaced,0.0
602,7.5,0,2,1,63,3.5,No,Yes,75,66,NotPlaced,0.0
603,8.5,2,3,0,89,4.8,Yes,Yes,79,80,Placed,582054.0
604,6.9,1,2,1,70,4.4,Yes,Yes,55,66,NotPlaced,0.0
605,8.2,0,1,0,73,4.8,Yes,Yes,55,66,Placed,725225.0
606,6.5,0,3,2,85,4.7,Yes,No,65,81,Placed,759164.0
607,7.7,1,2,2,76,4.1,Yes,Yes,66,78,NotPlaced,0.0
608,7.7,1,1,1,78,4.2,Yes,Yes,66,67,NotPlaced,0.0
609,6.8,1,1,0,74,3.8,No,Yes,62,67,NotPlaced,0.0
610,8.3,1,3,0,78,4.7,Yes,Yes,76,82,NotPlaced,0.0
611,7.6,2,1,1,89,3.9,No,Yes,55,67,NotPlaced,0.0
612,7.4,0,3,0,78,4.4,Yes,Yes,70,81,Placed,371073.0
613,8.1,2,3,2,90,4.8,Yes,Yes,76,84,Placed,506058.0
614,7.7,0,1,1,67,4.2,Yes,No,64,64,NotPlaced,0.0
615,6.5,2,3,2,84,4.0,Yes,No,74,83,NotPlaced,0.0
616,8.0,2,3,2,90,4.8,Yes,Yes,75,88,Placed,681392.0
617,6.9,1,1,1,74,4.3,No,Yes,57,57,NotPlaced,0.0
618,8.5,2,2,0,79,4.8,Yes,No,55,64,NotPlaced,0.0
619,6.5,1,1,0,84,4.5,Yes,Yes,55,84,NotPlaced,0.0
620,7.7,1,1,0,73,3.9,No,Yes,59,67,Placed,700870.0
621,7.4,1,2,1,90,4.8,Yes,Yes,73,67,Placed,733756.0
622,6.7,1,1,1,68,4.3,No,No,55,60,NotPlaced,0.0
623,8.3,1,2,2,88,4.4,Yes,Yes,78,86,Placed,615218.0
624,7.6,0,1,1,70,4.0,No,No,69,69,NotPlaced,0.0
625,8.4,1,1,0,72,3.9,Yes,No,60,82,NotPlaced,0.0
626,7.1,1,2,1,73,4.3,No,Yes,59,69,NotPlaced,0.0
627,7.4,1,1,2,80,4.3,Yes,Yes,55,66,NotPlaced,0.0
628,7.5,1,2,1,90,4.3,Yes,Yes,59,84,Placed,375720.0
629,8.3,2,3,0,90,4.8,Yes,Yes,78,83,Placed,436229.0
630,8.3,2,3,2,85,4.7,Yes,Yes,76,87,Placed,444151.0
631,7.6,1,2,1,74,4.6,No,Yes,74,85,Placed,698986.0
632,7.5,1,2,0,80,3.6,No,No,57,69,NotPlaced,0.0
633,8.6,2,2,2,88,4.8,Yes,No,83,77,Placed,500886.0
634,6.6,1,2,1,81,3.4,Yes,Yes,81,85,Placed,685933.0
635,8.6,2,3,2,87,4.4,Yes,Yes,69,86,Placed,729466.0
636,7.4,1,1,1,69,3.8,No,Yes,55,64,Placed,696582.0
637,7.7,1,2,0,81,4.4,Yes,Yes,55,82,Placed,542449.0
638,7.5,1,1,0,79,4.5,No,No,56,74,NotPlaced,0.0
639,7.4,1,2,0,68,4.3,No,Yes,56,67,NotPlaced,0.0
640,8.5,1,1,2,83,4.3,Yes,Yes,89,86,Placed,483885.0
641,6.5,1,1,1,81,4.6,No,No,56,73,NotPlaced,0.0
642,7.9,1,1,1,66,4.5,No,No,74,69,NotPlaced,0.0
643,6.6,0,1,1,72,3.4,No,No,83,65,NotPlaced,0.0
644,8.3,2,3,2,90,4.8,Yes,No,69,80,Placed,392698.0
645,8.5,2,3,2,88,4.6,Yes,Yes,85,84,Placed,603844.0
646,7.4,1,2,1,79,4.7,Yes,Yes,59,67,NotPlaced,0.0
647,7.9,2,3,2,90,4.6,Yes,Yes,82,87,Placed,394437.0
648,8.3,1,3,0,84,4.6,Yes,Yes,72,83,NotPlaced,0.0
649,7.6,1,2,0,79,4.3,Yes,Yes,79,69,Placed,716350.0
650,7.6,0,1,2,74,4.6,Yes,Yes,76,67,Placed,515711.0
651,8.1,1,3,0,90,4.8,Yes,Yes,83,83,NotPlaced,0.0
652,6.5,1,1,1,71,4.2,No,No,58,71,NotPlaced,0.0
653,6.8,0,3,2,89,4.8,Yes,Yes,78,69,Placed,509036.0
654,7.3,1,1,0,84,4.3,No,No,61,74,NotPlaced,0.0
655,8.2,2,3,1,90,4.8,Yes,Yes,82,77,Placed,645339.0
656,7.6,0,3,2,85,3.8,Yes,No,79,83,NotPlaced,0.0
657,7.4,1,3,0,88,4.2,Yes,Yes,55,74,NotPlaced,0.0
658,6.5,0,1,0,77,4.1,No,No,55,67,NotPlaced,0.0
659,8.2,1,2,3,85,4.5,Yes,Yes,69,82,NotPlaced,0.0
660,8.4,0,3,2,87,4.0,Yes,No,79,80,Placed,578218.0
661,7.4,1,1,1,73,3.7,No,No,55,63,NotPlaced,0.0
662,7.3,1,1,0,90,4.6,Yes,No,76,62,NotPlaced,0.0
663,8.4,1,2,1,85,4.8,Yes,Yes,55,66,Placed,593653.0
664,7.8,0,3,2,90,4.8,Yes,Yes,64,88,NotPlaced,0.0
665,8.5,0,3,1,83,4.0,Yes,Yes,59,82,NotPlaced,0.0
666,8.1,2,3,2,90,4.8,Yes,Yes,79,83,Placed,456113.0
667,8.7,2,3,2,87,4.8,Yes,Yes,55,84,Placed,461655.0
668,6.9,0,1,0,79,3.6,No,No,61,67,NotPlaced,0.0
669,8.3,2,3,2,90,4.8,Yes,Yes,71,84,Placed,559404.0
670,7.6,1,1,0,76,4.0,No,Yes,75,70,Placed,745334.0
671,7.3,1,1,1,88,4.1,No,No,55,68,NotPlaced,0.0
672,7.3,1,1,0,71,4.6,Yes,Yes,75,67,NotPlaced,0.0
673,8.8,1,3,2,83,4.8,Yes,Yes,72,84,Placed,450694.0
674,6.7,1,1,0,82,3.9,No,Yes,66,66,Placed,711071.0
675,8.3,2,3,2,90,4.6,Yes,Yes,80,83,Placed,356769.0
676,8.2,1,3,2,85,4.8,Yes,Yes,55,82,NotPlaced,0.0
677,7.6,1,3,1,68,4.6,Yes,Yes,72,83,Placed,653934.0
678,7.3,1,1,0,72,3.9,Yes,No,70,59,NotPlaced,0.0
679,8.0,2,3,2,83,4.8,Yes,Yes,75,84,Placed,719047.0
680,7.6,1,3,0,69,4.3,No,Yes,73,72,Placed,500703.0
681,8.2,2,1,2,71,4.2,Yes,Yes,85,85,NotPlaced,0.0
682,8.1,2,2,0,71,4.4,Yes,Yes,78,83,Placed,589393.0
683,7.1,0,2,2,76,4.2,No,No,63,64,NotPlaced,0.0
684,8.6,1,2,0,82,3.7,Yes,Yes,77,65,Placed,373785.0
685,7.0,1,2,0,67,4.3,No,Yes,69,69,NotPlaced,0.0
686,8.7,0,1,2,82,4.5,Yes,Yes,73,86,Placed,677258.0
687,8.1,1,2,1,84,4.3,Yes,Yes,77,83,NotPlaced,0.0
688,7.5,1,2,0,87,4.6,Yes,Yes,83,81,Placed,475431.0
689,8.3,1,2,1,73,3.9,No,Yes,61,79,NotPlaced,0.0
690,6.5,2,3,2,74,4.2,No,No,90,67,NotPlaced,0.0
691,8.5,2,2,2,84,4.5,Yes,Yes,81,84,Placed,624398.0
692,7.5,0,2,1,62,4.5,No,No,55,65,NotPlaced,0.0
693,8.2,1,3,2,83,4.7,Yes,Yes,75,68,Placed,518292.0
694,8.3,1,3,0,90,4.7,Yes,Yes,86,78,Placed,537672.0
695,7.2,1,2,0,81,4.3,Yes,Yes,83,63,NotPlaced,0.0
696,7.1,2,3,2,90,4.4,Yes,Yes,77,87,Placed,614390.0
697,7.6,1,2,0,70,3.4,No,Yes,55,74,NotPlaced,0.0
698,7.7,1,2,1,74,4.1,No,Yes,67,64,NotPlaced,0.0
699,8.7,2,3,3,81,4.2,Yes,Yes,87,84,Placed,644174.0
700,6.7,0,1,1,69,4.4,No,No,76,68,NotPlaced,0.0
701,7.9,1,3,0,79,3.7,No,Yes,67,83,NotPlaced,0.0
702,8.4,2,1,1,87,4.8,No,Yes,75,78,NotPlaced,0.0
703,6.9,0,1,0,67,3.9,Yes,No,67,65,NotPlaced,0.0
704,7.7,1,2,0,78,3.6,No,Yes,64,81,NotPlaced,0.0
705,8.4,2,3,2,90,4.7,Yes,Yes,76,84,Placed,535104.0
706,7.8,0,1,0,78,4.0,Yes,No,64,69,NotPlaced,0.0
707,8.1,2,3,0,81,4.8,Yes,Yes,72,88,NotPlaced,0.0
708,8.5,1,1,2,82,3.4,Yes,No,76,85,NotPlaced,0.0
709,7.7,2,3,2,78,4.8,Yes,No,82,69,NotPlaced,0.0
710,8.4,1,3,1,79,4.1,No,Yes,83,87,Placed,740689.0
711,8.4,2,3,2,84,4.5,Yes,Yes,78,78,Placed,469013.0
712,6.5,1,2,1,70,3.8,No,No,61,70,NotPlaced,0.0
713,7.5,1,1,0,81,4.6,Yes,Yes,60,67,NotPlaced,0.0
714,7.4,1,1,1,75,4.2,No,Yes,65,65,NotPlaced,0.0
